age;marital;education;default;balance;housing;loan;y
52;married;secondary;No;60;No;Yes;No
49;single;secondary;No;133;No;No;No
44;married;primary;No;3706;No;No;No
28;single;unkNown;No;174;No;No;No
31;married;secondary;No;251;No;Yes;No
37;married;secondary;No;4153;Yes;No;No
30;single;tertiary;No;985;Yes;No;No
28;single;secondary;No;168;No;No;Yes
46;married;secondary;No;1550;Yes;No;No
47;married;tertiary;No;7708;Yes;No;No
35;married;primary;No;-12;Yes;No;No
80;married;primary;No;6483;No;No;No
30;single;tertiary;No;60;Yes;Yes;No
55;single;secondary;No;3339;Yes;No;No
22;single;tertiary;No;1161;No;Yes;No
33;single;primary;No;599;Yes;No;No
53;married;unkNown;No;28;No;No;No
49;married;tertiary;No;1430;No;No;No
51;married;secondary;No;35;No;Yes;No
41;married;tertiary;No;6000;Yes;No;No
34;married;secondary;No;0;Yes;No;No
36;single;secondary;No;340;No;Yes;No
35;married;tertiary;No;0;No;No;No
29;married;secondary;No;3;Yes;No;No
40;single;tertiary;No;445;Yes;No;No
32;divorced;tertiary;No;874;No;No;Yes
48;married;secondary;No;705;No;No;No
59;married;unkNown;No;1033;No;No;Yes
35;divorced;tertiary;No;1354;Yes;No;Yes
33;single;tertiary;No;123;No;No;No
55;married;primary;No;8894;No;No;No
41;married;secondary;No;429;Yes;No;No
42;married;primary;No;14752;No;No;No
46;married;primary;No;67;No;No;No
35;divorced;secondary;No;39;No;No;No
28;single;tertiary;No;102;No;No;No
25;single;secondary;No;1790;No;No;No
56;single;tertiary;No;15311;No;No;No
30;single;secondary;No;-635;No;No;No
45;married;secondary;No;115;No;No;No
40;married;tertiary;No;10786;No;No;No
40;married;secondary;No;498;Yes;No;No
39;married;secondary;No;1045;Yes;Yes;No
48;married;tertiary;No;810;No;No;No
31;single;tertiary;No;-162;Yes;No;No
32;married;tertiary;No;55;No;No;No
34;married;secondary;No;586;Yes;Yes;No
26;single;secondary;No;455;No;No;No
31;married;tertiary;No;1010;Yes;No;No
37;single;tertiary;No;509;Yes;No;No
29;single;unkNown;No;2929;No;No;No
57;married;secondary;No;3071;Yes;Yes;No
47;single;tertiary;No;153;Yes;No;No
38;single;secondary;No;1146;Yes;No;No
48;married;primary;No;1092;No;Yes;No
50;married;tertiary;No;3463;No;Yes;Yes
33;married;secondary;No;1158;Yes;No;No
28;single;secondary;No;26;Yes;No;No
30;single;secondary;No;566;No;No;No
52;divorced;secondary;No;204;No;No;No
36;married;secondary;No;480;No;No;Yes
36;single;secondary;No;1855;Yes;No;No
46;married;secondary;No;1034;No;No;No
57;married;tertiary;No;3250;No;No;No
28;single;secondary;No;1633;No;No;Yes
46;married;secondary;No;0;Yes;No;No
55;married;primary;No;3334;No;No;Yes
33;married;tertiary;No;4020;Yes;Yes;No
53;married;secondary;No;66;No;Yes;No
41;single;secondary;No;-41;Yes;Yes;No
60;married;secondary;No;322;Yes;No;No
35;married;primary;No;2643;No;Yes;No
43;divorced;primary;No;49;Yes;No;No
57;divorced;primary;No;1;No;No;No
46;married;secondary;No;3098;Yes;No;No
31;married;primary;No;352;Yes;No;No
53;married;secondary;No;65;No;No;No
35;married;secondary;No;1949;Yes;No;No
32;single;secondary;No;739;Yes;No;No
48;married;tertiary;No;1167;Yes;Yes;Yes
50;married;secondary;No;231;Yes;No;No
40;married;primary;No;1136;Yes;No;No
42;married;tertiary;No;233;No;No;No
59;married;secondary;No;817;No;No;No
27;single;primary;No;1128;Yes;No;No
32;single;tertiary;No;1831;Yes;No;No
35;single;secondary;No;450;Yes;No;No
28;married;secondary;No;0;Yes;No;No
37;divorced;secondary;No;414;No;No;No
57;married;primary;No;1052;Yes;No;No
42;single;secondary;No;1022;Yes;No;No
55;married;primary;No;343;Yes;No;No
52;married;tertiary;No;1944;Yes;No;No
26;single;secondary;No;-32;Yes;Yes;No
52;married;secondary;No;1781;Yes;No;No
26;single;tertiary;No;350;No;No;No
33;married;secondary;No;2;Yes;No;No
24;single;primary;No;111;Yes;Yes;No
37;divorced;tertiary;No;168;Yes;No;No
28;single;secondary;No;3;No;No;No
30;single;secondary;No;102;Yes;No;No
33;married;primary;No;0;Yes;No;No
55;married;primary;No;159;No;No;No
33;married;secondary;No;1134;Yes;No;No
42;married;secondary;No;352;Yes;No;No
37;married;tertiary;No;865;Yes;No;No
59;married;primary;No;179;Yes;No;No
27;single;secondary;No;5;Yes;No;No
23;married;tertiary;Yes;-230;Yes;No;No
51;divorced;tertiary;No;0;No;No;No
50;married;primary;No;3924;Yes;No;No
43;married;secondary;No;764;Yes;No;No
37;divorced;primary;No;511;Yes;No;No
34;single;tertiary;No;4348;Yes;No;No
41;married;tertiary;No;3016;Yes;No;No
26;single;secondary;No;279;No;No;No
49;divorced;tertiary;No;1405;No;No;No
29;single;secondary;No;908;Yes;No;Yes
30;single;tertiary;No;162;Yes;No;No
38;divorced;secondary;No;792;No;No;No
58;married;secondary;No;111;No;No;No
34;single;unkNown;No;1281;No;No;No
53;divorced;unkNown;No;1012;Yes;No;No
50;married;tertiary;No;2881;No;No;No
30;single;secondary;No;445;Yes;No;No
40;married;secondary;No;643;Yes;No;No
57;single;secondary;No;254;No;No;No
40;married;tertiary;No;-1212;Yes;No;No
41;married;secondary;No;2125;Yes;Yes;No
53;divorced;unkNown;No;629;Yes;No;No
48;married;secondary;No;-202;Yes;Yes;No
32;single;secondary;No;271;Yes;No;No
34;married;tertiary;No;703;Yes;No;Yes
46;married;secondary;No;-216;Yes;No;No
45;divorced;secondary;No;88;No;Yes;No
51;single;tertiary;No;16;Yes;No;No
31;married;secondary;No;466;Yes;No;No
47;married;secondary;No;-75;Yes;No;No
32;married;secondary;No;456;No;No;No
41;married;secondary;No;77;Yes;No;No
37;single;secondary;No;-244;No;No;No
27;single;primary;No;1209;No;No;No
27;married;secondary;No;58;Yes;No;No
50;married;secondary;Yes;421;No;No;No
31;single;tertiary;No;112;Yes;No;No
40;married;tertiary;No;13669;No;No;No
43;married;tertiary;No;1429;Yes;No;Yes
39;married;tertiary;No;794;No;No;No
31;single;tertiary;No;1957;No;No;No
48;married;secondary;No;454;Yes;No;No
32;single;primary;No;882;No;Yes;No
47;married;primary;No;168;Yes;No;No
35;single;tertiary;No;714;Yes;No;No
42;single;tertiary;No;0;No;No;No
47;married;secondary;No;1996;No;No;Yes
59;married;secondary;No;163;No;No;No
38;married;secondary;No;3190;Yes;No;No
50;married;secondary;No;1772;No;No;No
27;single;secondary;No;-151;No;No;No
55;married;primary;No;16;No;No;No
39;single;secondary;No;7066;Yes;No;Yes
31;single;tertiary;No;454;No;No;No
37;married;tertiary;No;4798;Yes;No;No
28;single;secondary;Yes;-298;Yes;No;No
42;married;secondary;No;439;No;No;No
40;divorced;secondary;No;1927;Yes;No;No
59;single;secondary;No;671;Yes;Yes;No
40;single;secondary;No;65;Yes;No;No
43;married;secondary;No;-932;Yes;No;No
38;single;secondary;No;4366;Yes;No;No
54;married;primary;No;0;Yes;No;No
41;married;secondary;No;4900;Yes;No;No
55;divorced;primary;No;976;No;No;Yes
33;married;tertiary;No;148;No;No;No
46;married;secondary;No;5;No;No;No
36;married;secondary;No;-148;No;No;No
48;divorced;tertiary;No;113;No;Yes;No
42;married;secondary;No;-105;Yes;No;No
46;divorced;tertiary;No;624;No;No;Yes
49;married;secondary;Yes;-1680;Yes;Yes;No
36;married;secondary;No;-461;No;No;No
34;single;tertiary;No;144;Yes;Yes;No
51;divorced;tertiary;No;4;Yes;Yes;No
58;married;primary;No;309;No;No;No
48;married;tertiary;No;866;No;No;No
41;single;secondary;No;1020;Yes;No;Yes
49;married;primary;No;489;Yes;No;No
43;married;primary;No;8167;Yes;No;No
32;single;secondary;No;-255;No;Yes;No
54;married;secondary;No;3671;No;No;No
33;divorced;primary;No;636;Yes;No;No
35;married;secondary;No;141;Yes;No;No
56;married;secondary;No;150;Yes;Yes;No
57;married;secondary;No;839;No;Yes;No
31;single;primary;No;26965;No;No;Yes
33;single;secondary;No;716;Yes;No;No
29;single;tertiary;No;2485;No;No;No
38;single;tertiary;No;15030;Yes;No;No
37;married;secondary;No;11303;No;No;No
33;married;tertiary;No;595;No;No;No
30;single;tertiary;No;19358;No;No;No
31;single;secondary;No;203;No;Yes;No
28;single;tertiary;No;183;Yes;Yes;No
26;single;secondary;No;255;No;No;Yes
31;single;secondary;No;102;Yes;No;No
50;divorced;primary;No;94;Yes;No;No
45;married;primary;No;58;Yes;No;No
48;married;primary;No;606;No;No;No
41;married;secondary;No;0;No;Yes;No
60;married;primary;No;65;Yes;No;Yes
41;married;secondary;No;338;Yes;No;No
43;married;primary;No;757;Yes;No;No
36;married;tertiary;No;9269;Yes;Yes;No
40;married;primary;No;1206;No;Yes;No
28;single;tertiary;No;882;No;Yes;No
27;single;tertiary;No;5291;No;No;Yes
49;single;secondary;No;61;Yes;No;No
37;married;tertiary;No;0;Yes;No;No
31;married;secondary;No;1407;Yes;No;No
31;single;secondary;Yes;25;No;No;No
31;married;secondary;No;1354;Yes;Yes;No
35;married;primary;No;793;Yes;No;No
51;divorced;unkNown;No;10287;Yes;No;No
33;single;secondary;No;5235;No;No;No
30;single;tertiary;No;3;Yes;No;No
58;single;secondary;No;409;No;Yes;No
34;married;tertiary;No;35;Yes;No;No
45;married;tertiary;No;-459;No;No;No
28;single;secondary;No;198;No;No;Yes
31;married;primary;No;99;Yes;No;No
40;married;tertiary;No;60;No;No;No
30;single;secondary;No;3485;No;No;No
34;married;secondary;No;-139;Yes;Yes;No
40;married;secondary;No;952;No;Yes;No
59;married;primary;No;1427;No;No;No
43;single;tertiary;No;1017;Yes;No;No
41;married;tertiary;No;-29;No;No;No
33;divorced;secondary;No;9;No;No;No
33;married;secondary;No;4040;Yes;No;No
36;married;secondary;No;13;No;No;No
32;single;secondary;No;1259;No;No;No
25;married;secondary;No;18;Yes;No;No
25;married;secondary;No;-76;Yes;No;No
38;single;tertiary;No;221;No;No;No
34;married;tertiary;No;136;Yes;No;No
67;married;secondary;No;16353;No;No;No
32;married;secondary;No;-63;Yes;No;No
45;married;primary;No;7353;No;No;No
33;married;primary;No;511;Yes;No;No
38;married;primary;No;3913;Yes;No;No
32;divorced;secondary;No;1097;Yes;No;No
54;divorced;tertiary;No;6102;Yes;Yes;No
51;divorced;secondary;No;340;Yes;No;No
42;married;primary;No;-119;Yes;No;No
41;married;secondary;No;2993;Yes;No;No
39;divorced;tertiary;No;3575;No;Yes;No
38;married;secondary;No;361;Yes;No;No
39;married;secondary;No;1072;Yes;No;No
46;married;primary;No;2904;No;No;No
50;divorced;tertiary;No;1790;No;Yes;No
33;married;secondary;No;86;Yes;No;No
37;married;secondary;No;1633;Yes;No;No
31;married;tertiary;No;8312;No;No;No
34;divorced;unkNown;No;172;No;No;Yes
34;married;tertiary;No;0;Yes;No;Yes
36;married;tertiary;No;222;Yes;No;No
40;married;secondary;No;109;No;No;No
40;married;secondary;No;1451;No;No;Yes
41;married;secondary;No;1066;No;No;Yes
52;married;tertiary;No;3163;No;No;No
40;single;secondary;No;888;Yes;No;No
48;single;unkNown;No;428;Yes;No;No
33;divorced;secondary;No;106;No;No;No
44;divorced;secondary;No;0;No;No;No
55;married;tertiary;No;979;No;Yes;No
51;married;secondary;No;2662;No;No;No
34;single;tertiary;No;84;No;No;No
58;divorced;unkNown;No;5920;Yes;No;No
39;single;tertiary;No;816;Yes;No;No
27;single;secondary;No;3276;No;No;No
55;divorced;unkNown;No;2;Yes;No;No
35;single;secondary;No;-51;No;No;No
37;single;tertiary;No;3315;Yes;No;No
52;married;secondary;No;196;Yes;Yes;No
41;married;secondary;No;552;Yes;No;No
52;married;secondary;No;2347;No;Yes;No
34;single;secondary;No;3723;Yes;No;No
53;divorced;primary;No;255;No;No;No
33;single;tertiary;No;3143;No;No;Yes
47;married;secondary;No;0;No;No;No
35;married;secondary;No;6411;Yes;Yes;No
33;single;tertiary;No;1909;No;No;No
55;married;primary;No;3873;No;No;No
58;married;primary;No;1013;Yes;No;Yes
44;married;secondary;No;262;Yes;No;No
25;single;secondary;No;3217;Yes;No;No
37;single;secondary;No;5436;Yes;No;No
41;married;primary;No;2067;Yes;No;No
34;single;secondary;No;215;No;No;Yes
36;divorced;secondary;No;1594;No;No;No
44;married;tertiary;No;134;No;No;No
34;divorced;tertiary;No;262;No;No;No
56;divorced;primary;No;3021;No;No;No
43;divorced;tertiary;No;388;Yes;No;Yes
28;single;secondary;No;3412;Yes;No;No
54;married;secondary;No;1291;Yes;No;No
37;divorced;secondary;No;79;No;No;No
59;married;tertiary;No;2013;No;No;Yes
58;divorced;secondary;No;543;No;Yes;No
56;divorced;tertiary;No;1016;Yes;No;No
32;single;secondary;No;604;No;Yes;No
42;single;tertiary;No;525;No;No;No
52;divorced;primary;No;353;No;No;No
46;married;tertiary;No;964;Yes;No;No
37;married;tertiary;No;3913;Yes;No;Yes
39;married;primary;No;879;Yes;No;No
31;married;secondary;No;314;Yes;No;No
59;married;primary;No;0;No;No;No
38;married;secondary;No;1370;Yes;No;No
58;married;secondary;No;37;No;No;No
34;single;tertiary;No;673;Yes;Yes;No
40;married;secondary;No;-342;Yes;No;No
20;single;secondary;No;291;No;No;No
34;married;secondary;No;209;Yes;Yes;No
31;single;tertiary;No;438;Yes;No;No
39;single;secondary;No;1242;Yes;No;No
34;married;tertiary;No;355;Yes;No;No
24;married;secondary;No;204;Yes;Yes;No
41;married;tertiary;No;10758;Yes;No;No
40;married;tertiary;No;5;Yes;No;No
45;single;secondary;No;410;Yes;No;Yes
36;married;tertiary;No;605;Yes;No;No
53;married;tertiary;No;4;No;No;No
23;single;secondary;No;8494;No;No;No
42;married;primary;No;198;Yes;No;No
48;married;secondary;No;841;Yes;No;No
34;married;tertiary;No;8;No;No;No
36;married;secondary;No;470;Yes;No;No
43;married;secondary;No;520;Yes;No;No
36;married;secondary;No;439;Yes;No;No
49;married;secondary;No;-454;Yes;No;Yes
55;married;secondary;No;466;No;No;No
53;married;secondary;No;665;Yes;No;Yes
42;married;secondary;No;994;Yes;No;Yes
45;married;secondary;No;5346;Yes;Yes;Yes
31;married;secondary;No;1243;Yes;No;No
32;married;tertiary;No;0;Yes;No;No
36;married;secondary;No;2357;Yes;No;No
56;married;secondary;No;1044;No;No;Yes
46;married;secondary;No;1069;Yes;No;No
41;single;secondary;No;231;No;No;No
31;married;secondary;No;0;Yes;Yes;No
32;married;secondary;No;266;Yes;No;No
38;married;tertiary;No;-70;Yes;No;No
49;single;primary;No;25824;No;No;No
46;single;primary;No;538;No;No;No
29;single;secondary;No;534;Yes;No;No
36;married;unkNown;No;2323;No;No;No
38;married;secondary;No;1852;Yes;No;No
53;married;secondary;No;2647;Yes;No;No
43;married;tertiary;No;2767;Yes;No;No
41;married;tertiary;No;176;Yes;Yes;No
42;single;secondary;No;9720;No;No;No
55;divorced;secondary;No;1613;Yes;No;Yes
39;divorced;secondary;No;2903;Yes;Yes;No
30;single;secondary;No;81;Yes;No;No
41;married;secondary;No;780;Yes;No;No
44;married;tertiary;No;178;No;No;No
58;married;tertiary;No;299;No;No;No
35;married;primary;No;285;Yes;No;No
27;married;secondary;No;872;Yes;No;No
34;married;secondary;No;1337;No;No;Yes
25;married;secondary;No;72;Yes;No;No
36;married;secondary;No;0;No;No;No
38;married;secondary;No;-388;Yes;No;No
30;married;secondary;No;11;Yes;No;No
47;divorced;secondary;Yes;-535;Yes;No;No
41;divorced;secondary;No;787;Yes;No;No
36;single;tertiary;No;3343;No;No;No
63;married;secondary;No;3904;No;No;Yes
23;single;tertiary;No;736;Yes;No;No
32;married;tertiary;No;1390;No;No;No
57;married;primary;No;808;No;No;No
48;married;tertiary;No;1147;No;No;Yes
49;married;secondary;No;1122;No;No;No
50;married;secondary;No;-568;Yes;Yes;No
33;married;primary;No;1165;Yes;No;No
53;divorced;secondary;No;-905;Yes;No;No
30;married;tertiary;No;0;Yes;No;No
38;married;secondary;No;740;No;No;No
44;married;secondary;No;8262;Yes;No;No
39;single;secondary;No;14;Yes;Yes;No
45;single;unkNown;No;7108;Yes;Yes;No
36;married;secondary;No;1049;Yes;No;Yes
38;married;secondary;No;0;Yes;No;No
36;married;secondary;No;419;Yes;No;No
30;single;tertiary;No;726;Yes;No;No
28;divorced;tertiary;No;594;Yes;Yes;No
26;married;tertiary;No;454;Yes;Yes;No
54;married;secondary;No;2206;No;No;Yes
38;married;tertiary;No;1988;No;No;Yes
32;single;tertiary;No;0;No;No;No
50;divorced;secondary;No;202;No;Yes;No
43;married;secondary;No;667;Yes;No;No
48;married;secondary;No;112;No;No;No
57;married;primary;No;50;No;No;No
64;married;primary;No;768;No;No;No
26;divorced;secondary;No;74;Yes;No;No
33;married;secondary;No;661;Yes;No;Yes
50;married;secondary;No;3025;No;Yes;No
47;married;tertiary;No;751;No;No;No
39;single;tertiary;No;416;No;No;No
52;married;primary;No;14;No;Yes;No
31;single;primary;No;-502;Yes;No;No
50;married;primary;No;0;No;No;No
47;married;secondary;No;599;Yes;No;No
30;single;tertiary;No;-218;Yes;No;No
32;single;tertiary;No;1012;No;No;No
36;married;secondary;No;300;No;No;No
46;married;tertiary;No;217;Yes;No;No
45;divorced;tertiary;No;2096;No;No;No
37;single;secondary;No;0;No;No;No
58;married;primary;No;5278;Yes;No;No
59;married;tertiary;No;1831;No;No;No
28;married;tertiary;No;1480;Yes;No;No
48;married;tertiary;No;7289;Yes;No;No
55;married;unkNown;No;1665;No;No;No
37;single;primary;No;851;Yes;No;No
41;married;tertiary;No;2885;No;No;No
35;married;secondary;No;137;No;Yes;No
34;single;secondary;No;1239;Yes;No;No
43;single;tertiary;No;146;No;No;No
59;married;secondary;No;1;No;No;Yes
50;divorced;primary;No;-10;No;Yes;No
37;married;secondary;No;480;No;No;Yes
35;married;secondary;No;2789;Yes;No;No
50;single;secondary;No;3897;No;No;No
36;divorced;secondary;No;487;No;Yes;No
41;married;secondary;No;5110;Yes;No;No
28;married;tertiary;No;318;Yes;No;No
42;single;tertiary;No;-411;Yes;No;No
60;married;secondary;No;4820;No;No;No
28;single;tertiary;No;4937;Yes;No;No
48;married;secondary;No;725;No;Yes;No
51;married;tertiary;No;5403;No;No;No
32;married;tertiary;No;4089;No;No;No
35;married;tertiary;No;188;No;No;No
37;married;unkNown;No;189;No;No;Yes
38;divorced;secondary;No;2998;Yes;No;No
77;married;secondary;No;610;No;No;No
32;single;unkNown;No;787;No;No;No
43;divorced;secondary;No;167;No;No;No
36;single;tertiary;No;243;Yes;No;No
29;married;tertiary;No;877;No;No;No
32;single;secondary;No;2817;Yes;No;No
41;divorced;tertiary;No;4567;Yes;Yes;No
26;single;secondary;No;127;Yes;Yes;No
34;married;primary;No;176;No;No;No
57;married;tertiary;No;0;Yes;Yes;Yes
36;single;secondary;No;1482;Yes;No;No
42;married;secondary;No;3052;Yes;No;No
35;divorced;secondary;No;56;No;No;No
52;divorced;primary;No;278;Yes;No;No
36;single;tertiary;No;3875;Yes;No;No
46;married;secondary;No;-337;Yes;No;No
60;divorced;tertiary;No;366;No;No;Yes
57;married;primary;No;501;Yes;Yes;No
48;married;tertiary;No;998;Yes;No;No
59;married;primary;No;0;Yes;No;No
39;married;tertiary;No;246;No;No;No
44;married;secondary;No;-182;Yes;Yes;No
27;single;tertiary;No;446;No;No;No
59;married;secondary;No;1173;No;No;No
36;divorced;secondary;No;5957;Yes;No;No
44;married;secondary;No;205;No;No;Yes
50;married;secondary;No;0;No;No;No
41;divorced;tertiary;No;369;Yes;No;No
47;married;secondary;No;1934;No;Yes;No
32;single;tertiary;No;259;No;No;No
38;married;secondary;No;284;Yes;Yes;No
55;married;unkNown;No;23;No;No;No
38;single;tertiary;No;1373;No;No;No
31;single;tertiary;No;62;Yes;No;No
38;divorced;secondary;No;157;No;No;No
29;single;tertiary;No;991;No;No;No
55;married;secondary;No;186;Yes;Yes;No
35;married;secondary;No;977;Yes;No;No
40;single;tertiary;No;2893;No;No;No
34;married;secondary;No;1897;Yes;Yes;No
32;single;tertiary;No;5514;No;No;Yes
33;married;secondary;No;889;Yes;No;No
33;married;tertiary;No;273;Yes;No;Yes
37;married;secondary;No;1193;No;No;No
58;married;tertiary;No;2729;No;No;No
36;single;secondary;No;0;No;No;No
42;married;secondary;No;230;Yes;No;No
34;single;secondary;No;2729;Yes;No;No
35;married;tertiary;No;317;Yes;No;No
60;married;primary;No;517;No;No;No
50;married;tertiary;No;-470;Yes;No;No
28;single;tertiary;No;4579;No;No;Yes
27;divorced;secondary;No;1;Yes;No;No
37;married;tertiary;No;5106;No;No;Yes
31;married;tertiary;No;636;Yes;No;Yes
34;married;secondary;No;1076;No;No;Yes
38;married;tertiary;No;126;Yes;No;No
32;married;secondary;No;-33;Yes;No;No
37;married;secondary;No;430;No;No;No
33;married;secondary;No;-6;Yes;No;No
71;married;tertiary;No;383;No;No;No
27;married;secondary;No;130;Yes;No;No
38;married;primary;No;2569;No;No;No
34;single;secondary;No;201;No;No;No
54;divorced;tertiary;No;0;No;No;Yes
30;married;secondary;No;6;Yes;No;No
35;single;secondary;No;475;No;Yes;No
33;single;secondary;No;706;Yes;No;No
36;married;secondary;No;1825;Yes;No;No
59;married;tertiary;No;185;No;No;No
72;married;primary;No;4415;No;No;No
64;married;tertiary;No;679;No;No;No
53;divorced;secondary;No;320;No;No;No
35;single;tertiary;No;2988;Yes;No;No
58;married;secondary;No;1407;Yes;No;No
40;married;secondary;No;1270;No;No;No
41;divorced;secondary;No;654;Yes;No;No
48;married;primary;No;5173;Yes;No;No
44;married;tertiary;No;3463;Yes;Yes;No
39;married;unkNown;No;0;No;No;No
61;married;tertiary;No;6016;No;No;Yes
36;married;primary;No;177;Yes;No;No
28;married;tertiary;No;3694;No;Yes;No
58;single;secondary;No;1640;No;Yes;No
60;divorced;secondary;No;174;Yes;No;No
66;single;secondary;No;10177;No;No;No
36;single;tertiary;No;490;No;No;Yes
49;married;secondary;No;2576;Yes;No;No
40;married;secondary;No;0;No;No;No
23;single;secondary;No;598;No;No;No
29;single;tertiary;No;15459;No;No;No
44;married;primary;No;271;Yes;Yes;No
54;married;unkNown;No;2508;No;No;No
47;married;primary;No;320;No;No;No
33;married;tertiary;No;640;No;No;No
30;married;secondary;No;1772;Yes;No;No
27;single;secondary;No;15;No;Yes;No
49;divorced;tertiary;No;2370;Yes;Yes;No
27;single;secondary;No;201;Yes;No;No
51;married;secondary;No;160;Yes;No;No
32;divorced;secondary;Yes;5;Yes;Yes;No
30;single;secondary;No;75;Yes;No;No
33;married;secondary;No;4902;Yes;No;No
27;single;primary;No;-79;Yes;No;No
75;divorced;secondary;No;1341;No;No;Yes
37;divorced;secondary;No;490;Yes;No;No
36;single;secondary;No;1521;Yes;No;No
37;married;secondary;No;131;Yes;No;No
35;married;tertiary;No;8;Yes;No;No
32;married;secondary;No;-632;Yes;Yes;No
32;single;secondary;No;116;No;Yes;No
35;married;primary;No;189;Yes;No;No
31;married;primary;No;2;Yes;Yes;No
28;single;secondary;No;4229;Yes;Yes;No
27;married;secondary;No;54;Yes;No;No
22;single;unkNown;No;549;No;No;No
35;married;primary;No;298;Yes;No;No
69;married;primary;No;579;No;No;No
37;single;tertiary;No;1467;Yes;Yes;No
45;single;secondary;No;0;Yes;No;No
47;married;tertiary;No;109;Yes;No;No
52;married;tertiary;No;-11;Yes;No;No
33;married;secondary;No;90;Yes;No;No
60;married;primary;No;493;No;No;Yes
33;divorced;secondary;No;1897;Yes;Yes;No
44;married;secondary;No;2403;Yes;No;No
38;married;secondary;No;868;No;No;No
54;married;secondary;No;653;Yes;No;No
32;divorced;primary;No;0;No;No;No
33;married;secondary;No;0;Yes;Yes;No
55;divorced;secondary;No;218;Yes;No;No
51;married;primary;No;5050;No;Yes;No
48;married;secondary;No;741;Yes;No;No
37;single;secondary;No;1050;Yes;No;No
33;single;secondary;No;-56;No;Yes;No
30;married;primary;No;1;Yes;Yes;No
43;married;primary;No;-98;Yes;Yes;No
49;married;secondary;No;4667;Yes;No;No
54;married;primary;No;541;Yes;No;No
31;married;tertiary;No;7744;No;No;No
54;married;unkNown;No;895;No;No;Yes
36;married;secondary;No;-129;Yes;No;No
30;married;secondary;No;0;No;No;No
27;single;secondary;No;158;No;No;Yes
30;married;secondary;No;122;Yes;No;No
30;married;secondary;No;673;Yes;No;No
35;divorced;secondary;No;0;No;No;No
33;divorced;secondary;No;411;Yes;No;No
43;divorced;primary;No;-97;Yes;Yes;No
41;married;secondary;No;-217;Yes;No;No
41;divorced;tertiary;No;5037;No;No;Yes
46;divorced;secondary;No;2232;No;No;Yes
54;married;secondary;No;-932;Yes;No;No
32;married;tertiary;No;913;Yes;No;No
30;single;tertiary;No;236;Yes;No;No
40;married;primary;No;0;Yes;No;No
30;married;primary;No;2581;No;No;No
27;married;secondary;No;639;No;Yes;No
41;married;primary;No;849;Yes;No;No
54;married;secondary;No;386;Yes;No;No
32;single;tertiary;No;1218;Yes;No;No
31;married;tertiary;No;2603;Yes;No;Yes
42;married;secondary;No;-921;Yes;No;No
48;married;primary;No;607;No;No;No
34;married;primary;No;79;Yes;No;No
55;divorced;secondary;No;61;Yes;Yes;No
49;married;secondary;No;1091;No;No;No
46;divorced;tertiary;No;743;No;No;No
47;married;unkNown;No;209;Yes;No;No
24;single;tertiary;No;172;No;No;No
58;married;secondary;No;2;No;No;No
32;single;tertiary;No;41;No;No;Yes
25;single;secondary;No;1116;Yes;No;No
49;married;secondary;No;-55;No;No;No
59;divorced;secondary;No;5845;No;No;Yes
30;single;tertiary;No;329;Yes;No;No
46;married;secondary;No;494;Yes;No;No
42;married;unkNown;No;1519;No;No;Yes
37;married;tertiary;No;2685;No;No;No
44;married;primary;No;-14;Yes;Yes;No
49;married;secondary;No;5673;No;Yes;No
41;married;secondary;No;1459;No;No;No
48;married;tertiary;No;0;No;No;No
31;married;secondary;No;625;Yes;No;No
37;married;unkNown;No;0;No;No;No
51;married;secondary;No;867;Yes;No;No
80;married;secondary;No;8304;No;No;Yes
32;single;tertiary;No;151;Yes;No;No
48;married;primary;Yes;-583;Yes;No;No
49;married;tertiary;No;1784;No;No;No
30;married;tertiary;No;3134;Yes;No;No
27;single;secondary;No;49;Yes;No;No
34;married;secondary;No;-346;No;No;No
49;married;secondary;No;1623;Yes;No;Yes
48;married;tertiary;No;60;No;No;No
40;married;secondary;No;17;No;No;No
38;married;secondary;No;2008;Yes;No;No
46;married;primary;No;91;Yes;No;No
41;married;tertiary;No;171;Yes;No;No
28;single;tertiary;No;1027;Yes;No;No
51;married;unkNown;No;5801;Yes;No;No
33;divorced;primary;No;142;Yes;No;No
26;single;tertiary;No;205;No;No;No
34;single;secondary;No;852;No;No;No
27;married;secondary;Yes;-584;Yes;No;No
42;married;secondary;No;97;No;No;No
45;married;secondary;No;204;Yes;No;Yes
31;single;secondary;No;628;Yes;No;No
32;single;tertiary;No;311;No;No;Yes
39;married;primary;No;1564;No;No;No
26;single;secondary;No;856;Yes;Yes;No
40;single;tertiary;No;1509;No;No;No
52;married;secondary;No;-888;No;No;No
40;single;tertiary;No;226;No;No;No
48;married;secondary;No;127;No;Yes;No
31;married;secondary;No;413;Yes;No;No
27;married;secondary;No;710;Yes;Yes;Yes
47;married;secondary;No;1233;Yes;No;Yes
28;single;secondary;No;171;No;No;Yes
40;divorced;tertiary;No;69;Yes;No;No
34;married;secondary;No;1499;Yes;No;No
29;married;tertiary;No;751;Yes;No;No
36;married;tertiary;No;61;No;Yes;No
83;married;primary;No;425;No;No;Yes
55;divorced;primary;No;2923;Yes;No;No
43;divorced;tertiary;No;99;No;No;No
23;single;secondary;No;1021;No;No;No
44;married;tertiary;No;1146;No;No;No
58;married;primary;No;781;Yes;No;No
29;single;secondary;No;1448;No;No;No
30;single;tertiary;No;604;No;Yes;No
