age;marital;education;default;balance;housing;loan;y
52;married;secondary;No;60;No;Yes;No
49;single;secondary;No;133;No;No;No
44;married;primary;No;3706;No;No;No
28;single;unkNown;No;174;No;No;No
31;married;secondary;No;251;No;Yes;No
37;married;secondary;No;4153;Yes;No;No
30;single;tertiary;No;985;Yes;No;No
28;single;secondary;No;168;No;No;Yes
46;married;secondary;No;1550;Yes;No;No
47;married;tertiary;No;7708;Yes;No;No
35;married;primary;No;-12;Yes;No;No
80;married;primary;No;6483;No;No;No
30;single;tertiary;No;60;Yes;Yes;No
55;single;secondary;No;3339;Yes;No;No
22;single;tertiary;No;1161;No;Yes;No
33;single;primary;No;599;Yes;No;No
53;married;unkNown;No;28;No;No;No
49;married;tertiary;No;1430;No;No;No
51;married;secondary;No;35;No;Yes;No
41;married;tertiary;No;6000;Yes;No;No
34;married;secondary;No;0;Yes;No;No
36;single;secondary;No;340;No;Yes;No
